origen,productos,juntos,lift,confianza,detalle,skus,precio_suelto,ahorro_ml,ahorro_de,cruza_umbral,descuento_que_banca,tope_marca,marcas,descuento,limita,tipo_publicacion,precio_kit_sugerido,motivo,items,user_product,crear_kit
se compran juntos,2,2,9.3,0.15,Pistola Encoladora Silicona Supr + Barras Suprabond Gruesas Ultratr,"CR016000000000CPX300 + CR01600000CHMG10UT10, CR01600000CHMG30UT17 X 2 UNIDADES",109267.0,7641.0,envío,False,0.0868,0.15,Suprabond,0.0868,la economía del kit,gold_special,99786.94,"2 compras juntas, 9.3× más de lo esperable, confianza 15%","MLA1139583742, MLA815612620","MLAU218296050, MLAU285385060",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU218296050
se compran juntos,2,9,45.8,0.69,Mosquitero Puertas Suprabond Aut + Mosquitero Ventana Suprabond Aut,"CR01600000AFXMP1X22N, CR0160000AFXMV13X16N",120555.0,3005.0,cargo fijo,True,0.0291,0.15,Suprabond,0.0291,la economía del kit,gold_special,117050.88,"9 compras juntas, 45.8× más de lo esperable, confianza 69%","MLA2747754384, MLA2058875680","MLAU3139009592, MLAU3138997632",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU3139009592
se compran juntos,2,3,30.5,0.3,Barras Suprabond Finas Máxima Ad + Barras Suprabond Gruesas Ultratr,"CR01600000CHMF30UN41, CR01600000CHMG30UT17 X 2 UNIDADES",98938.0,3005.0,cargo fijo,True,0.0387,0.15,Suprabond,0.0387,la economía del kit,gold_pro,95113.87,"3 compras juntas, 30.5× más de lo esperable, confianza 30%","MLA1139034797, MLA815612620","MLAU290027160, MLAU285385060",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU290027160
se compran juntos,2,6,13.5,0.32,Pistola Suprabond Encoladora Px3 + Barras Suprabond Gruesas Univers,"CR016000000000CPX300 + CR01600000CHMG30UN17, CR01600000CHMG30UN17",103300.0,3005.0,cargo fijo,True,0.0377,0.15,Suprabond,0.0377,la economía del kit,gold_pro,99402.86,"6 compras juntas, 13.5× más de lo esperable, confianza 32%","MLA847929993, MLA848001898","MLAU1486861342, MLAU209363244",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU1486861342
se compran juntos,2,4,15.0,0.5,Pistola Encoladora Suprabond Sil + Barras Suprabond Finas Para Pist,"CR0160000000CPHX200R, CR01600000CHMF30UN41 X 2 UNIDADES",97498.0,3005.0,cargo fijo,True,0.0381,0.15,Suprabond,0.0381,la economía del kit,gold_pro,93787.07,"4 compras juntas, 15.0× más de lo esperable, confianza 50%","MLA1918162600, MLA1139062828","MLAU1536951475, MLAU282441080",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU1536951475
se compran juntos,2,5,9.7,0.23,Pistola Encoladora Silicona Supr + Barras Suprabond Gruesas Univers,"CR016000000000CPX300 + CR01600000CHMG10UT10, CR01600000CHMG30UN17",68583.0,3005.0,cargo fijo,True,0.0556,0.15,Suprabond,0.0556,la economía del kit,gold_special,64768.07,"5 compras juntas, 9.7× más de lo esperable, confianza 23%","MLA1139583742, MLA848001898","MLAU218296050, MLAU209363244",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU218296050
se compran juntos,2,5,9.2,0.26,Pistola Suprabond Encoladora Px3 + Pistola Encoladora Silicona Supr,"CR016000000000CPX300 + CR01600000CHMG30UN17, CR01600000CHMF10UT25 + CR01600000000CPHX100",106973.0,3005.0,cargo fijo,True,0.0342,0.15,Suprabond,0.0342,la economía del kit,gold_pro,103314.92,"5 compras juntas, 9.2× más de lo esperable, confianza 26%","MLA847929993, MLA3366502794","MLAU1486861342, MLAU209268740",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU1486861342
se compran juntos,2,2,12.0,0.15,Mosquitero Ventana Suprabond Aut + Mosquitero Puertas Suprabond Aut,"CR016000000AFXMV2X2N, CR01600000AFXMP1X22N",126356.0,3005.0,cargo fijo,True,0.027,0.15,Suprabond,0.027,la economía del kit,gold_special,122938.83,"2 compras juntas, 12.0× más de lo esperable, confianza 15%","MLA2058567622, MLA2747754384","MLAU3133539519, MLAU3139009592",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU3133539519
se compran juntos,2,2,8.7,0.25,Pistola Encoladora Silicona Supr + Barras Suprabond Finas Para Pist,"CR01600000CHMF10UT25 + CR01600000000CPHX100, CR01600000CHMF30UN41 X 2 UNIDADES",102611.0,3005.0,cargo fijo,True,0.0346,0.15,Suprabond,0.0346,la economía del kit,gold_pro,99062.67,"2 compras juntas, 8.7× más de lo esperable, confianza 25%","MLA3366502794, MLA1139062828","MLAU209268740, MLAU282441080",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU209268740
se compran juntos,2,2,6.6,0.15,Barras Suprabond Gruesas Univers + Barras Suprabond Gruesas Ultratr,"CR01600000CHMG30UN17, CR01600000CHMG30UT17 X 2 UNIDADES",98938.0,3005.0,cargo fijo,True,0.0395,0.15,Suprabond,0.0395,la economía del kit,gold_pro,95033.93,"2 compras juntas, 6.6× más de lo esperable, confianza 15%","MLA848001898, MLA815612620","MLAU209363244, MLAU285385060",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU209363244
se compran juntos,2,3,4.7,0.14,Pistola Encoladora Silicona Supr + Pistola Encoladora Silicona Supr,"CR016000000000CPX300 + CR01600000CHMG10UT10, CR01600000CHMF10UT25 + CR01600000000CPHX100",72256.0,3005.0,cargo fijo,True,0.0496,0.15,Suprabond,0.0496,la economía del kit,gold_special,68670.45,"3 compras juntas, 4.7× más de lo esperable, confianza 14%","MLA1139583742, MLA3366502794","MLAU218296050, MLAU209268740",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU218296050
se compran juntos,2,2,4.6,0.15,Pistola Encoladora Suprabond Sil + Barras Suprabond Gruesas Ultratr,"CR0160000000CPHX200R, CR01600000CHMG30UT17 X 2 UNIDADES",97498.0,3005.0,cargo fijo,True,0.0394,0.15,Suprabond,0.0394,la economía del kit,gold_pro,93660.16,"2 compras juntas, 4.6× más de lo esperable, confianza 15%","MLA1918162600, MLA815612620","MLAU1536951475, MLAU285385060",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU1536951475
se compran juntos,2,6,41.3,0.5,Sellador Suprabond Baños Cocinas + Pistola Suprabond Portacartuchos,"CR0160000000GFXB280B, CR0160000000PSTPL700",57170.85,2505.0,cargo fijo,True,0.0529,0.15,Suprabond,0.0529,la economía del kit,gold_special,54146.5,"6 compras juntas, 41.3× más de lo esperable, confianza 50%","MLA850476191, MLA795299180","MLAU208246297, MLAU281046513",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU208246297
se compran juntos,2,3,30.1,0.27,Sellador Suprabond Zinguería 300 + Sellador De Silicona Suprabond U,"CR01600000000SMZ300A, CR0160000000GFXU280N",59082.0,2505.0,cargo fijo,True,0.0515,0.15,Suprabond,0.0515,la economía del kit,gold_pro,56038.78,"3 compras juntas, 30.1× más de lo esperable, confianza 27%","MLA1139197644, MLA1401669067","MLAU252272723, MLAU209435106",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU252272723
se compran juntos,2,2,27.6,0.33,Acrílico Premium Suprabond Junta + Pistola Suprabond Portacartuchos,"CR0160000000GMXJ280T, CR0160000000PSTPL700",55429.85,2505.0,cargo fijo,True,0.0534,0.15,Suprabond,0.0534,la economía del kit,gold_special,52468.34,"2 compras juntas, 27.6× más de lo esperable, confianza 33%","MLA826414534, MLA795299180","MLAU208234667, MLAU281046513",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU208234667
se compran juntos,2,2,17.2,0.18,Sellador Suprabond Zinguería 300 + Sellador Silicona Suprabond Neut,"CR01600000000SMZ300A, CR0160000000GFXC280T",63910.51,2505.0,cargo fijo,True,0.0436,0.15,Suprabond,0.0436,la economía del kit,gold_pro,61121.38,"2 compras juntas, 17.2× más de lo esperable, confianza 18%","MLA1139197644, MLA1387670353","MLAU252272723, MLAU208160457",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU252272723
se compran juntos,2,2,13.4,0.22,Adhesivo Epoxi Suprabond Erpox A + Pistola Encoladora Silicona Supr,"CR016000000000000EXA, CR016000000000CPX300 + CR01600000CHMG10UT10",63392.44,2505.0,cargo fijo,True,0.0472,0.15,Suprabond,0.0472,la economía del kit,gold_special,60401.57,"2 compras juntas, 13.4× más de lo esperable, confianza 22%","MLA844329908, MLA1139583742","MLAU209398146, MLAU218296050",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU209398146
se compran juntos,2,2,13.2,0.2,Candado Bulit Doble Traba Resist + Candado Bulit De Máxima Segurida,"CR01600000000CDBWR40, CR0160000000CDBMS72B",75775.62,2505.0,cargo fijo,True,0.0396,0.15,Bulit,0.0396,la economía del kit,gold_special,72776.54,"2 compras juntas, 13.2× más de lo esperable, confianza 20%","MLA932731808, MLA1139075511","MLAU313079966, MLAU326341832",https://vendedores.mercadolibre.com.ar/publicar/kit?pre_charged_ups=MLAU313079966
